Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Company Name,Company URL,Job Type,Deadline,Academic Level,Benefits,Level,URL,Role
Nhân Viên Tester,['API TEST'],,2,7,44.0,['Hà Nội'],8000000.0,11000000.0,4,"['tiếng Việt', 'tiếng Anh']",CÔNG TY CỔ PHẦN LIFETEX,https://www.topcv.vn/cong-ty/cong-ty-co-phan-lifetex/178114.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"Lương thỏa thuận theo năng lực làm việc, phụ cấp ăn trưa/xăng xe...Hưởng đầy đủ các chế độ về BHXH và cơ chế đãi ngộ theo Quy định của Công ty.Môi trường làm việc, đồng nghiệp trẻ trung, thân thiện, luôn có sự hỗ trợ cùng nhau trong công việc.",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-tester/1501682.html?ta_source=ITJobs_LinkDetail,Manual Tester
PM Dự Án / Project Manager,"['IOT', 'BIGDATA', 'AI', 'PMP', 'CSM', 'CPMP']",,2,7,44.0,['Hà Nội'],30000000.0,,2,['tiếng Việt'],CÔNG TY CỔ PHẦN LIFETEX,https://www.topcv.vn/cong-ty/cong-ty-co-phan-lifetex/178114.html,Toàn thời gian,31/05/2025,Cao Đẳng trở lên,"Mức lương: Từ 30 triệu + Thưởng KPI.Môi trường trẻ trung, tư duy sáng tạo với GenZ – các bạn trẻ 9x.Được tham gia vào các dự án với các cơ quan nhà nước.Tham gia các hoạt động ngoài công ty: Team building, Year End Party...Thưởng Lễ, Tết, lương tháng 13 theo quy định.BHXH đầy đủ theo quy định của luật.Thời gian làm việc: Thứ 2- sáng thứ 7, 8h-17h",Trưởng/Phó phòng,https://www.topcv.vn/viec-lam/pm-du-an-project-manager/1535765.html?ta_source=ITJobs_LinkDetail,IT Project Manager
Chuyên Viên Công Nghệ Thông Tin,"['ORACLE', 'MS SQL', 'OOP', 'WEBSERVICE/RESTFUL', 'UNIT TEST', 'ERP', 'CRM']","['SQL', 'JAVA', '.NET', 'JAVASCRIPT', 'CSS', 'HTML']",,,,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",CÔNG TY CỔ PHẦN DU LỊCH THÀNH THÀNH CÔNG,https://www.topcv.vn/cong-ty/cong-ty-co-phan-du-lich-thanh-thanh-cong/91780.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"- Được ký HĐLĐ và tham gia BHXH đúng luật
- Được hỗ trợ cơm giữa ca
- Được trang bị đồng phục theo tiêu chuẩn công ty
- Được hỗ trợ tiền/quà sinh nhật theo quy định
- Được khám sức khỏe định kỳ",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin/1712656.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Lập Trình Viên .NET,"['ASP.NET', 'MVC5', 'ASP.NET CORE', 'WEB API', 'RESTFUL API', 'SQL SERVER', 'MYSQL', 'NO-SQL', 'ELASTICSEARCH', 'REDIS', 'HTML', 'CSS', 'BOOTSTRAP', 'JAVASCRIPT', 'JQUERY', 'ANGULAR', 'REACTJS', 'KAFKA', 'RABBITMQ', 'GIT', 'GIFTFLOW', 'TORTOISESVN']","['C#', 'C++', 'SQL']",2,6,45.0,['Hà Nội'],,20000000.0,1,"['tiếng Việt', 'tiếng Anh']",Công ty cổ phần phát triển phần mềm giải pháp phân phối dược và nhà thuốc,https://www.topcv.vn/cong-ty/cong-ty-co-phan-phat-trien-phan-mem-giai-phap-phan-phoi-duoc-va-nha-thuoc/102772.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Lương: up to 20.000.000 (thương lượng)Ngày nghỉ lễ theo quy định của Nhà nướcThời gian làm việc 8:30 đến 17:30 từ thứ 2 đến thứ 6, thứ 7 cách tuần (nghỉ trưa 1h30)Tham gia bảo hiểm xã hội đầy đủ cho nhân viên trên tổng lương. Ngoài ra có thêm gói bảo hiểm sức khỏe mở rộng và hỗ trợ gói tập sức khỏe cho nhân viênReview lương: 2 lần/ năm, thưởng hè + thưởng Tết...Du lịch công ty, teambuilding, tiệc sinh nhật hàng tháng và các phúc lợi khác",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/1712579.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Software Tester,"['TESTCASE', 'KIỂM TRA CHẤT LƯỢNG PHẦN MỀM']",,2,7,43.5,['Hà Nội'],15000000.0,20000000.0,1,"['tiếng Việt', 'tiếng Anh']",True Platform,https://www.topcv.vn/cong-ty/true-platform/125344.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"WHAT YOU CAN GETSpecial Benefits:Attractive salary packageFlexible career plan to level-up (2-3 times/year) commensurate with work resultsOpportunity to receive ESOP shares (employee stock ownership plan) for outstanding contributorsHigh performance computer and screenAnnual health check and comprehensive health insuranceTeam building, vacation at least 2 times/year, and other engagement activitiesOther benefits as prescribed by the Labor LawPersonal Development:Fast-track career: Join a full cycle of building real products for global market and continuously grow with the scalability of products.Unlimited learning opportunities: Enhance your expertise through a comprehensive training program, guidelines from mentors, buddies, and product development challenges.Visible values & impacts: Build world-class and high-performance products that solve pain points for millions of enterprises in the world.Talented colleagues: Work with a team of enthusiastic and professional Product Builders who have already built a highly large-scale system serving 60+ millions of pageviews, hundreds of thousands users each month, and 7000+ enterprises; and graduated from top universities in Vietnam & the world (Stanford, UCLA, HUST, etc.).GET READY TO BE OUR SOFTWARE TESTER!Round 1: CV Application & Online TestRound 2: Interview",Nhân viên,https://www.topcv.vn/viec-lam/software-tester/1712164.html?ta_source=ITJobs_LinkDetail,Manual Tester
Full Stack Java,"['GIT', 'REST API', 'FULLSTACK DEVELOPER', 'SPRING BOOT', 'HTML5', 'CSS3', 'REACT', 'FLUTTER', 'MS SQL SERVER', 'APACHE TOMCAT', 'JBOSS', 'IBM WEBSPHERE', 'AGILE SCRUM']","['JAVA', 'JAVASCRIPT', 'SQL']",2,6,45.0,['Hồ Chí Minh'],20000000.0,30000000.0,1,['tiếng Việt'],CÔNG TY CỔ PHẦN TECHBANK SOFTWARE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-techbank-software/113104.html,Toàn thời gian,28/05/2025,Đại Học trở lên,"Contract Service (6 months or 12 months)Salary: 20-30 million vnd (gross)A lively, dynamic, and enthusiastic work environmentWorking from Mon to Fri.",Nhân viên,https://www.topcv.vn/viec-lam/full-stack-java/1467162.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
IOS Engineer Leader (Freelancer),"['MVVM', 'TCA', 'AVAudioEngine', 'WebSocket', 'URLSessionWebSocketTask', 'Core Data', 'Realm', 'WCAG 2.1 AA', 'VoiceOver', 'Dynamic Type', 'XCTest', 'Firebase Auth', 'CI/CD', 'GCP', 'GOOGLE CLOUD PLATFORM']","['SWIFT', 'OBJECTIVE C']",,,,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Công ty Cổ phần Kaopiz Software,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-software/153524.html,Toàn thời gian,28/05/2025,Đại Học trở lên,Salary from 2.200 to 2.700 USD/monthFlexible working hours and remote work optionsThe opportunity to frequently use English in a professional settingTraining and career development opportunitiesOpen and collaborative team culture with flat hierarchy.,Nhân viên,https://www.topcv.vn/viec-lam/ios-engineer-leader-freelancer/1710530.html?ta_source=ITJobs_LinkDetail,Mobile Developer
Business Analyst ( BA ),"['JIRA', 'CONFLUENCE', 'FIGMA', 'DRAW.IO', 'BALSAMIQ WIREFRAMES', 'STARTUML', 'SCRUM', 'AGILE']",,2,7,,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,https://www.topcv.vn/cong-ty/benh-vien-da-khoa-quoc-te-s-i-s-can-tho-chi-nhanh-cong-ty-co-phan-dau-tu-y-te-viet-cuong/193810.html,Toàn thời gian,27/05/2025,Đại Học trở lên,"- Mức lương: Thỏa thuận, tùy theo năng lực;- Được hưởng đầy đủ các chế độ theo Luật Lao động;- Môi trường làm việc chuyên nghiệp, được tiếp cận các dịch vụ kỹ thuật cao cùng với các trang thiết bị hiện đại; có nhiều cơ hội phát triển và thăng tiến;- Đào tạo: Được tham gia các khóa đào tạo theo luật định và các khóa nâng cao kiến thức chuyên môn;- Bảo hiểm: Được tham gia BHXH, BHYT, BHTN;- Lương tháng 13, thưởng lễ, tết;- Khám sức khỏe: Được khám sức khoẻ định kỳ;- Chế độ khác: Được tham gia các hoạt động Teambuilding, du lịch hằng năm và các chế độ khác theo luật định;- Thưởng, các chế độ đãi ngộ khác theo chính sách của Công ty;- Thời gian làm việc: Thứ 2 – Sáng Thứ 7 (8:00 – 12:00 và 13:30 - 17:30).-  Địa điểm làm việc: CÔNG TY CỔ PHẦN CÔNG NGHỆ SIS SOFT.Địa Chỉ: 177 Đường N5, Khu nhà ở số 4 tại KĐTM Đông Tăng Long, phường Trường Thạnh, thành phố Thủ Đức, thành phố Hồ Chí Minh.",Nhân viên,https://www.topcv.vn/viec-lam/business-analyst-ba/1710942.html?ta_source=ITJobs_LinkDetail,Software Engineer
Front End Mobile Developer Intern,"['REACT NATIVE', 'FLUTTER', 'UI/UX', 'AI']",['JAVASCRIPT'],2,6,40.0,['Hà Nội'],,,1,['tiếng Việt'],CÔNG TY TNHH LUNA AI VN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-luna-ai-vn/218520.html,Thực tập,26/05/2025,Đại Học trở lên,Learn about AI-powered mobile app development in a collaborative environment.Gain hands-on experience with React Native or Flutter in real-world projects.Opportunity for full-time employment after the internship.Competitive internship compensation and flexible work hours.,Nhân viên,https://www.topcv.vn/viec-lam/front-end-mobile-developer-intern/1710645.html?ta_source=ITJobs_LinkDetail,AI Engineer
Lập trình viên Fullstack,"['REACT', 'NEXT.JS', 'API', 'FETCH', 'AXIOS', 'SWR', 'REACT QUERY', 'RESTFUL', 'GRAPHQL', 'EXPRESS.JS', 'NEST.JS', 'MARIADB', 'JWT', 'OAUTH2', 'SESSION', 'REDIS', 'MEMCACHED', 'DOCKER', 'CI/CD', 'GITHUB', 'GITLAB', 'GOOGLE WORKSPACE']","['SQL', 'NODE.JS', 'JAVASCRIPT']",2,7,44.0,['Hồ Chí Minh'],,,2,"['tiếng Việt', 'tiếng Anh']",Công ty Cổ phần Giải pháp Chuyên gia Star Global,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-chuyen-gia-star-global/138466.html,Toàn thời gian,31/05/2025,Cao Đẳng trở lên,"1. Lương khởi điểm thỏa thuận theo năng lực2. Thưởng các ngày lễ tết trong năm, sinh nhật, kết hôn,….3. Có cơ hội học hỏi, trau dồi kỹ năng, kinh nghiệm trực tiếp với các cấp lãnh đạo.4. Thưởng hiệu quả công việc theo năng suất của dự án và kết quả kinh doanh của Công Ty hàng tháng.5. Được tham gia đầy đủ các chế độ theo Luật lao động như BHXH, BHYT,... và các phúc lợi khác.6. Có cơ hội được đào tạo, làm việc và thăng tiến cao trong môi trường công nghệ Số hóa 3D/360 hàng đầu Việt Nam và làm việc nhiều nước trên thế giới.7. Cơ hội làm việc gắn bó lâu dài, phát triển bản thân và thăng tiến cao.8. Thường xuyên tổ chức các hoạt động văn hóa, tinh thần, thể thao theo chế độ phúc lợi ưu đãi của công ty.9. Tham gia các hoạt động teambuilding và du lịch thường niên cùng công ty.",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack/1710193.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
Lập Trình Viên Backend,"['ENTITY FRAMEWORK', 'WINFORMS', 'WPF', 'ASP.NET', 'WEB API', 'SQL SERVER', 'MYSQL', 'GIT', 'DESIGN PATTERN', 'MICROSERVICE', 'API RESTFUL', 'KIẾN TRÚC HỆ THỐNG PHÂN TÁN', 'CƠ SỞ DỮ LIỆU QUAN HỆ (SQL)', 'NOSQL', 'KIỂM THỬ PHẦN MỀM (UNIT TESTING, INTEGRATION TESTING)']","['C#', 'JAVA', 'PYTHON', 'NODE.JS', 'PHP', 'GO']",2,7,44.0,['Hà Nội'],10000000.0,18000000.0,1,['tiếng Việt'],CÔNG TY TNHH DACO,https://www.topcv.vn/cong-ty/cong-ty-tnhh-daco/120080.html,Toàn thời gian,28/05/2025,Cao Đẳng trở lên,"Thu nhập theo năng lực: Từ 10 - 18 triệu/ thángThưởng dự ánPhụ cấp thuê nhà hàng tháng (nếu phải thuê nhà)Chế độ thưởng hấp dẫn: Thưởng ngày lễ, Tết, sinh nhật, thưởng nóng, dự án,..; các chế độ đãi ngộ dành cho nhân viên và gia đình: quà lễ, Tết, các chế độ thăm hỏi sức khỏe theo quy định công tyCó nhiều cơ hội tham gia các khóa học phát triển năng lực và tư duy do DACO đầu tư 100%Làm việc cùng đội ngũ nhân sự ưu tú, thân thiện, hòa đồng, đa dạng lứa tuổi (2xxx-197x), có nhiều cơ hội thăng tiến và phát triển nghề nghiệpĐược cung cấp đầy đủ trang thiết bị phục vụ cho công việc (laptop, sim số, điện thoại, email, đồng phục)Có thể kết thúc thời gian thử việc sớm – dưới 2 tháng tùy năng lựcHỗ trợ khác: điện thoại, xăng xe, xe đưa đón công tác, công tác phíCông ty chuẩn bị bữa trưa cho nhân viên, đảm bảo dinh dưỡng và vệ sinh an toàn thực phẩmĐược tham gia các hoạt động team building, du lịch lên đến 03 lần/nămĐược tài trợ kiểm tra sức khỏe định kỳ hàng năm cho mọi nhân viênThời gian làm việc: Thứ 2 - Sáng thứ 7. Từ 8h - 17h",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-back-end-developer/1709705.html?ta_source=ITJobs_LinkDetail,Backend Developer
. Net Developer (Giải Pháp Doanh Nghiệp),"['.NET FRAMEWORK', '.NET CORE', 'ASP.NET MVC', 'ASP.NET CORE MVC', 'SQL SERVER', 'ENTITY FRAMEWORK', 'ENTITY FRAMEWORK CORE ORM', 'GIT', 'PULL REQUESTS', 'DEVOPS', 'HTML', 'CSS', 'AJAX', 'ANGULAR/REACT', 'OOP', 'DESIGN PATTERN']","['C#', 'SQL']",2,6,45.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],Công ty Cổ phần viễn thông FPT,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vien-thong-fpt/2419.html,Toàn thời gian,25/05/2025,Đại Học trở lên,"Gói thu nhập cạnh tranh (thưởng lương tháng 13, thưởng nghỉ mát....).Đầy đủ các chế độ theo luật lao động hiện hành.Chính sách phúc lợi theo quy định của Công ty đa dạng: Chăm sóc sức khỏe định kì hàng năm; Gói bảo hiểm sức khỏe chuyên biệt (FPT Care – Khám chữa bệnh miễn phí tại tất cả các bệnh viện); Các hoạt động tri ân, chăm lo đời sống tinh thần CBNV và Thân nhân ...Môi trường làm việc thân thiện, cởi mở.Cơ sở vật chất và công cụ làm việc hiện đại, tiện nghi.​Nhiều cơ hội phát triển và thăng tiến.Văn hóa Doanh nghiệp đặc sắc, sinh động bậc nhất với nhiều các hoạt động hấp dẫn: tân binh, teambuilding, thi trạng, hội làng, hội diễn Sao Chổi, sinh nhật FPT, ngày 08/03, ngày 11/11...Hưởng các gói ưu đãi cước khi sử dụng dịch vụ của FPT Telecom.",Nhân viên,https://www.topcv.vn/viec-lam/net-developer-giai-phap-doanh-nghiep/1709568.html?ta_source=ITJobs_LinkDetail,Software Engineer
Nhân Viên IT,"['MẠNG MÁY TÍNH', 'HỆ ĐIỀU HÀNH WINDOWS MACOS LINUX', 'PHẦN CỨNG MÁY TÍNH', 'AN NINH MẠNG CƠ BẢN']",,2,7,42.5,['Hà Nội'],8000000.0,12000000.0,1,['tiếng Việt'],Công ty TNHH Xuất Nhập Khẩu Và Dịch Vụ Anh Minh,https://www.topcv.vn/cong-ty/cong-ty-tnhh-xuat-nhap-khau-va-dich-vu-anh-minh/22215.html,Toàn thời gian,25/05/2025,Cao Đẳng trở lên,"Môi trường làm việc thân thiện, năng động.Thưởng tháng lương thứ 13, thưởng các ngày Lễ, Tết trong năm;Chế độ nghỉ phép 12 ngày/ năm; đóng BHXH theo quy định Công tyĐược hưởng chế độ bảo hiểm sức khỏe Bảo ViệtDu lịch, nghỉ mát, liên hoan, tất niên… hàng năm; thăm hỏi ốm đau, thai sản, hiếu, hỉ… Được tham gia các khóa đào tạo chuyên môn, nghiệp vụ do Công ty tổ chức;Trả lương đúng kỳ hạnXét tăng lương định kỳ theo quy định của Công ty",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-it/1660907.html?ta_source=ITJobs_LinkDetail,IT Helpdesk/IT support
Scrum Master,"['AGILE', 'SCRUM', 'KANBAN', 'XP', 'JIRA', 'CONFLUENCE']",,2,7,45.0,['Hà Nội'],15000000.0,25000000.0,1,['tiếng Việt'],Công Ty Cổ Phần NBG HIGHTECH,https://www.topcv.vn/cong-ty/cong-ty-co-phan-nbg-hightech/109021.html,Toàn thời gian,25/05/2025,Đại Học trở lên,"Salary: upto 25M gross13th-month salary bonus, seniority bonus, quarterly bonus, profit-sharing bonus12 days of annual leavePerformance-based salary reviews in June and DecemberHoliday bonuses for events like April 30th - May 1st, September 2nd, New Year’s Day, etc.Birthday celebrations, holiday gifts for Lunar New Year, Women’s Day (March 8th, October 20th), Mid-Autumn Festival, Children’s Day (June 1st), and moreFree office tea, snacks, and coffee; parking fee support for employeesEquipment and tools provided to support employees in performing their work effectivelyParticipation in vibrant company activities: quarterly parties, annual trips, quarterlyTeam Building/camping, year-end celebrations, and more",Nhân viên,https://www.topcv.vn/viec-lam/scrum-master/1708295.html?ta_source=ITJobs_LinkDetail,Scrum Master
Senior React Native,"['REACT NATIVE', 'REST APIS', 'REDUX', 'REACT QUERY', 'CONTEXT API', 'IOS', 'ANDROID', 'SWIFT', 'OBJECTIVE-C', 'JAVA', 'KOTLIN', 'MVC', 'MVVM', 'MICRO FRONT-END', 'CI/CD', 'GIT', 'XCODE', 'ANDROID STUDIO', 'GOOGLE MATERIAL DESIGN', 'APPLE HUMAN INTERFACE GUIDELINES', 'BANKING SDKS', 'XCFRAMEWORK', 'AAR']","['TYPESCRIPT', 'JAVASCRIPT']",2,7,44.5,['Hồ Chí Minh'],,,1,['tiếng Việt'],CÔNG TY TNHH FINAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-finan/94579.html,Toàn thời gian,24/05/2025,Đại Học trở lên,"Comprehensive benefits – Full insurance coverage, lunch & parking allowance, and additional support.Attractive compensation – Competitive salary (negotiable) with performance-based bonuses.Exciting start-up environment – Work with experienced leaders in a fast-paced, innovative team.Career growth – Take on new challenges, sharpen your skills, and make a real impact. Training support and clear career progression.Flexible & fun workplace – Modern office, flexible hours, and remote-friendly options. Team bonding & celebrations – Company birthday events, parties, Happy Hour, and annual team trips.",Nhân viên,https://www.topcv.vn/viec-lam/senior-react-native/1708266.html?ta_source=ITJobs_LinkDetail,Mobile Developer
